venue_id,venue_name,venue_type,venue_lat,venue_lng,rating,reviews,price_level,h3_cell,open_now,current_busyness,day_mean,fullness_score,relative_score,expected_momentum_score,popularity_score,venue_base_hotness,area_hotness_smoothed,venue_hotness_final
ven_77566767774c626230484452676f42546c3249414151414a496843,Reynolds Park,OTHER,43.0830985,-89.3753835,4.4,65,0,89275800c2bffff,0,50.0,32.0,0.5,1.0,0.125,0.432867,0.0,0.119664,0.035899
ven_4d33726e432d734535692d52676f42544241654e4678494a496843,Ático Lounge - Madison,RESTAURANT,43.0814509,-89.3739332,4.3,62,0,89275800c2bffff,0,0.0,47.0,0.0,0.0,0.0,0.418332,0.0,0.119664,0.035899
ven_596a74784e344d34666e7a52673442744351755f3151304a496843,Gates & Brovi,RESTAURANT,43.0528761,-89.4355596,4.6,844,2,89275801937ffff,0,0.0,58.0,0.0,0.0,0.0,0.727945,0.0,0.11812,0.035436
ven_386e38344d724e43324d715267344274436776316253364a496843,Madison Chocolate Company,DESSERT,43.0531519,-89.4354269,4.8,403,0,89275801937ffff,0,65.0,80.0,0.65,0.541667,1.0,0.676423,0.0,0.11812,0.035436
ven_6b695a466c4c7373524c6752676f4254316e4a6f515f624a496843,I/O Arcade Bar,BAR,43.0801011,-89.369138,4.6,1071,0,89275800c27ffff,0,0.0,32.0,0.0,0.0,0.0,0.753646,0.0,0.116201,0.03486
ven_45784a525546636e586d7152676f42544a6e505a3736414a496843,Umami Ramen & Dumpling Bar,RAMEN_RESTAURANT,43.0798258,-89.3687115,4.4,826,2,89275800c27ffff,0,0.0,29.0,0.0,0.0,0.0,0.69407,0.0,0.116201,0.03486
ven_7377722d6831353172656a52676f42544a584573365f374a496843,Madison Sourdough,BAKERY,43.0800604,-89.3694798,4.7,725,2,89275800c27ffff,0,40.0,75.0,0.4,0.355556,1.0,0.727018,0.0,0.116201,0.03486
ven_383879325a325f6e53684252676f425446585a6c3034334a496843,Willy Street Park,PARK,43.0809785,-89.3678768,4.5,73,0,89275800c27ffff,0,60.0,51.0,0.6,0.784314,0.0,0.454794,0.0,0.116201,0.03486
ven_637958464a396e71774b5252676f42537464315f3855704a496843,Goodman Park,PARK,43.0522205,-89.3867826,4.5,306,0,89275800b8fffff,0,75.0,62.0,0.75,0.806452,0.625,0.605134,0.0,0.114837,0.034451
ven_416c2d7647584e6133366552676f4253522d386d63632d4a496843,Turville Point Conservation Park,NATURE_RESERVE,43.0506304,-89.3723999,4.6,94,0,89275800947ffff,0,75.0,55.0,0.75,0.909091,0.625,0.491884,0.0,0.114837,0.034451
ven_514b64554645715a4c692d52673442736939384f3737624a496843,Vilas Park Beach,OTHER,43.0581321,-89.4109073,4.6,179,0,89275800a3bffff,0,70.0,59.0,0.7,0.79096,1.0,0.560913,0.0,0.114392,0.034318
ven_6f4e63325f69516e366b6d5267344273574c595341564b4a496843,Der Rathskeller,RESTAURANT,43.0762598,-89.4000038,4.0,158,0,89275800e23ffff,0,0.0,54.0,0.0,0.0,0.0,0.476099,0.0,0.112807,0.033842
ven_63724d4336677230454a4a5267344273573758645939714a496843,Strada,PIZZA_RESTAURANT,43.0763185,-89.3994014,3.8,86,2,89275800e23ffff,0,0.0,57.0,0.0,0.0,0.0,0.398489,0.0,0.112807,0.033842
ven_456274325a62387a5347395267344274754a51747533544a496843,BBQ Stand,BBQ_RESTAURANT,43.0768955,-89.3992331,4.3,3,0,89275800e23ffff,0,0.0,60.0,0.0,0.0,0.0,0.139974,0.0,0.112807,0.033842
ven_386267796652476b5470675267344273537467766c5a574a496843,La Hacienda,MEXICAN_RESTAURANT,43.061516,-89.400411,4.1,1746,1,89275800aa7ffff,0,0.0,66.0,0.0,0.0,0.0,0.718745,0.0,0.109248,0.032774
ven_5553502d644f7a2d4e54685267344273534e664275636d4a496843,Oishi,JAPANESE_RESTAURANT,43.0611371,-89.4010563,4.6,1132,2,89275800aa7ffff,0,0.0,39.0,0.0,0.0,0.0,0.759624,0.0,0.109248,0.032774
ven_77474258722d5f68626b395267344273536438354d79684a496843,The Curve,BREAKFAST_RESTAURANT,43.0600196,-89.4005033,4.5,711,1,89275800aa7ffff,0,40.0,59.0,0.4,0.451977,1.0,0.694023,0.0,0.109248,0.032774
ven_6f4569306a3559526c4f39526734427469626d446e796e4a496843,Sunny Pho,ASIAN_RESTAURANT,43.0608337,-89.4010862,4.5,387,1,89275800aa7ffff,0,0.0,53.0,0.0,0.0,0.0,0.629876,0.0,0.109248,0.032774
ven_734a57685745354445385852673442734f4e674c507a6d4a496843,Movin' Shoes,SPORTING_GOODS,43.0612749,-89.4009908,4.9,307,0,89275800aa7ffff,0,0.0,33.0,0.0,0.0,0.0,0.659298,0.0,0.109248,0.032774
ven_6b714677623044325037555267344274614f334666385a4a496843,Ichiban,CHINESE_RESTAURANT,43.0606578,-89.4011292,4.6,203,2,89275800aa7ffff,0,0.0,48.0,0.0,0.0,0.0,0.574433,0.0,0.109248,0.032774
ven_4d7434726f6e684d2d617052673442734f50306559566c4a496843,Blue Moon Bar & Grill,RESTAURANT,43.0721311,-89.4297011,4.5,1329,1,89275801d23ffff,0,0.0,35.0,0.0,0.0,0.0,0.76005,0.0,0.108525,0.032558
ven_516d6345794b466d336e7752673442734b5f4d7a4f7a564a496843,Lombardino's Restaurant,ITALIAN_RESTAURANT,43.072267,-89.4289022,4.6,890,2,89275801d23ffff,0,0.0,67.0,0.0,0.0,0.0,0.73367,0.0,0.108525,0.032558
ven_67445f713278624147635852673442734b5f4c6e4b51564a496843,Barriques Coffee - University,COFFEE,43.071946,-89.428803,4.2,275,1,89275801d23ffff,0,35.0,45.0,0.35,0.518519,0.875,0.554294,0.0,0.108525,0.032558
ven_555275532d3069684c594252673442734b504a775237504a496843,Pasture and Plenty,CAFE,43.0718934,-89.4284267,4.6,0,0,89275801d23ffff,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108525,0.032558
ven_59576a42755f4f5f4f362d52673442734f6677535951634a496843,barre3,SPORTS_COMPLEX,43.0726035,-89.4301108,5.0,0,0,89275801d23ffff,0,70.0,74.0,0.7,0.630631,1.0,0.0,0.0,0.108525,0.032558
ven_772d4f4b6672636262653352676f42543554615a4853554a496843,Monona Terrace Community and Convention Center,EVENT_VENUE,43.0716832,-89.3801502,4.6,2052,0,8927580088fffff,0,10.0,28.0,0.1,0.238095,0.25,0.823831,0.0,0.099889,0.029967
ven_45634d6533415f4237533752676f4254394431644e554a4a496843,Tempest Oyster Bar,RESTAURANT,43.0739171,-89.3796546,4.6,1051,3,8927580088fffff,0,0.0,45.0,0.0,0.0,0.0,0.751612,0.0,0.099889,0.029967
ven_7768585f733476765a487652676f425468316d396a61614a496843,The Audrey Kitchen + Bar,RESTAURANT,43.0727363,-89.3805435,3.2,67,0,8927580088fffff,0,35.0,44.0,0.35,0.530303,0.875,0.317055,0.0,0.099889,0.029967
ven_34497732473253652d787052673442744f724f7766384d4a496843,QQ Express,CHINESE_RESTAURANT,43.0732212,-89.409163,4.5,107,1,89275800a9bffff,0,0.0,56.0,0.0,0.0,0.0,0.494743,0.0,0.099195,0.029758
ven_494831556b6e48436d3742526734427361384e504f31514a496843,Subway,SANDWICH_RESTAURANT,43.0732287,-89.4091327,3.9,84,1,89275800a9bffff,0,0.0,30.0,0.0,0.0,0.0,0.406846,0.0,0.099195,0.029758
ven_4d62794d6a794b4e58335452676f4255527637774830624a496843,Tenney Lock & Dam,PARK,43.0949918,-89.3704765,4.8,127,0,89275800c8fffff,0,0.0,79.0,0.0,0.0,0.0,0.546875,0.0,0.097668,0.0293
ven_3479566f3375473232544652673442732d46764261332d4a496843,La Brioche True Food,RESTAURANT,43.0754225,-89.4384033,4.3,959,2,89275801d77ffff,0,40.0,64.0,0.4,0.416667,1.0,0.693353,0.0,0.096974,0.029092
ven_49716f5157735250324f505267344274617a416b5453684a496843,Hot Pot 608,RESTAURANT,43.074146,-89.4373903,4.3,267,0,89275801d77ffff,0,0.0,28.0,0.0,0.0,0.0,0.564521,0.0,0.096974,0.029092
ven_6f4334416430577378713852673442732d56774e6f7a634a496843,Sa-Bai Thong Thai Cuisine,THAI_RESTAURANT,43.0751922,-89.437691,4.6,0,0,89275801d77ffff,0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.096974,0.029092
ven_73704c502d3732426855365267344274326f48566b64764a496843,NORI Sushi & Grill,JAPANESE_RESTAURANT,43.0747147,-89.4394561,4.3,0,0,89275801d77ffff,0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.096974,0.029092
ven_674350745543507948383352673442732d56766251396b4a496843,Dairy Queen (Treat),DESSERT,43.0754524,-89.4380893,4.1,0,0,89275801d77ffff,0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.096974,0.029092
ven_454837697676615368637452673442734b6b37436b2d6f4a496843,Curry in the Box - University Ave,THAI_RESTAURANT,43.0746869,-89.4393102,4.5,0,0,89275801d77ffff,0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.096974,0.029092
ven_51492d4c3248373477565752676f4254645871734352724a496843,Willy Street Co-op—East,GROCERY,43.0837022,-89.3628766,4.6,2206,0,89275800ddbffff,0,25.0,64.0,0.25,0.260417,0.625,0.831644,0.0,0.094887,0.028466
ven_4d64556f50476d74486f4752676f42545a3333463261794a496843,Weary Traveler Freehouse,RESTAURANT,43.0832444,-89.364025,4.5,1952,2,89275800ddbffff,0,0.0,42.0,0.0,0.0,0.0,0.800645,0.0,0.094887,0.028466
ven_5952426b6b6e685279736c52676f4254646e49423957564a496843,Buraka,RESTAURANT,43.0836691,-89.3642668,4.5,624,2,89275800ddbffff,0,0.0,48.0,0.0,0.0,0.0,0.680252,0.0,0.094887,0.028466
ven_306245594276457558565352676f4254687a61697a594c4a496843,Cafe CODA,BAR,43.0839059,-89.3636951,4.7,0,0,89275800ddbffff,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094887,0.028466
ven_41585a2d43426f37715a4752676f425464586d7675366f4a496843,Crystal Corner Bar,BAR,43.0847604,-89.3625706,4.4,0,0,89275800ddbffff,1,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.094887,0.028466
ven_634f627452357a366e53485267344273363164504165654a496843,Bagels Forever,BAKERY,43.0749374,-89.4407249,4.7,828,1,89275801d73ffff,0,50.0,56.0,0.5,0.595238,1.0,0.74166,0.0,0.094359,0.028308
ven_4d4e61444f6c6637646f695267344273325661434852314a496843,Ancora Cafe + Bakery,RESTAURANT,43.075563,-89.4432876,4.5,0,0,89275801d73ffff,0,40.0,61.0,0.4,0.437158,1.0,0.0,0.0,0.094359,0.028308
ven_4161634c797a59554b333552673442735373566c6854454a496843,Camp Randall Memorial Arch,HISTORICAL,43.0710938,-89.4093943,4.5,21,0,89275800a83ffff,0,35.0,51.0,0.35,0.457516,0.0,0.326619,0.0,0.093916,0.028175
ven_6b726a6c4350325a36316c5267344273696372776b576f4a496843,Sett Pub,RESTAURANT,43.071313,-89.40772,4.1,0,0,89275800a83ffff,0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.093916,0.028175
ven_306164694536374b425a4752676f4254395476634237464a496843,RED,SUSHI_RESTAURANT,43.0724227,-89.3878877,4.7,2081,3,8927580081bffff,0,0.0,43.0,0.0,0.0,0.0,0.843288,0.0,0.093871,0.028161
ven_51736d534a4d364433633352676f4254647a56797a7a314a496843,Maharani Indian Restaurant,INDIAN_RESTAURANT,43.0717428,-89.3889447,3.7,1029,2,8927580081bffff,0,0.0,57.0,0.0,0.0,0.0,0.602721,0.0,0.093871,0.028161
ven_6767737853414e4563342d52673442742d456e7662355a4a496843,Bascom Hill,PARK,43.0753151,-89.4034355,4.6,14,0,89275800e2fffff,0,55.0,49.0,0.55,0.748299,0.0,0.292508,0.0,0.091187,0.027356
ven_773238552d426b50686e6f52676f42544258315f3059424a496843,Working Draft Beer Company,BREWERY,43.0832975,-89.3653562,4.8,597,2,89275800c37ffff,0,0.0,43.0,0.0,0.0,0.0,0.720625,0.0,0.090093,0.027028
ven_49477362656b5f3447536752676f4254394f572d78536a4a496843,Tokyo Sushi,SUSHI_RESTAURANT,43.0825511,-89.3648813,4.7,492,2,89275800c37ffff,0,0.0,30.0,0.0,0.0,0.0,0.684303,0.0,0.090093,0.027028
ven_6b4134796b2d626479643352676f4254464853554178384a496843,Mother Fool's Coffeehouse,COFFEE,43.0819056,-89.3657747,4.4,435,1,89275800c37ffff,0,50.0,65.0,0.5,0.512821,1.0,0.62793,0.0,0.090093,0.027028
ven_457361454b51483859667952676f4254466e415f5f5f5f4a496843,McPike Park,PARK,43.082857,-89.3676184,4.5,254,0,89275800c37ffff,0,5.0,5.0,0.05,0.666667,0.0,0.585524,0.0,0.090093,0.027028
ven_773879617637653442677152676f425446484c6337596e4a496843,Amoco,GAS_STATION,43.082875,-89.365423,3.7,47,0,89275800c37ffff,0,25.0,46.0,0.25,0.362319,0.0,0.336334,0.0,0.090093,0.027028
ven_30486e464470464553745452676f4254317779773832654a496843,Olin Park,PARK,43.0537367,-89.3757085,4.7,117,0,89275800943ffff,0,50.0,64.0,0.5,0.520833,0.5,0.526504,0.0,0.089837,0.026951
ven_7335413657577344596b5752676f4254746d51707152624a496843,Prost! MSN,BEER,43.0773321,-89.3798426,4.7,408,2,8927580089bffff,0,0.0,29.0,0.0,0.0,0.0,0.663688,0.0,0.089581,0.026874
ven_6f675941794a437958355752676f42544255585757525a4a496843,Capital Fitness,SPORTS_COMPLEX,43.0771181,-89.381359,4.5,189,0,8927580089bffff,0,25.0,41.0,0.25,0.406504,0.375,0.554433,0.0,0.089581,0.026874
ven_6b4c57376a58547a537a3052676f4254685537733257524a496843,The Boathouse,RESTAURANT,43.0792993,-89.3906352,4.2,599,2,892758008dbffff,0,0.0,29.0,0.0,0.0,0.0,0.630876,0.0,0.088608,0.026582
ven_6b382d734371766772714f52673442734f4e6d744b57634a496843,Mason Lounge,BAR,43.0627997,-89.4010716,4.8,379,1,89275800aa3ffff,0,0.0,35.0,0.0,0.0,0.0,0.66952,0.0,0.08845,0.026535
ven_3047646b4d7263424d435352673442734f7471494a36714a496843,Quiznos,SANDWICH_RESTAURANT,43.0634865,-89.401101,3.9,80,1,89275800aa3ffff,0,0.0,54.0,0.0,0.0,0.0,0.402432,0.0,0.08845,0.026535
ven_38417478695a594f54585f52673442734f7471427754334a496843,bp,GAS_STATION,43.063524,-89.40086,2.9,55,0,89275800aa3ffff,0,40.0,57.0,0.4,0.467836,1.0,0.27411,0.0,0.08845,0.026535
ven_386a576536754e4455796152673442734f396e694c32584a496843,Falbo Bros. Pizza,PIZZA_RESTAURANT,43.0629326,-89.40109,4.0,0,0,89275800aa3ffff,0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.08845,0.026535
ven_344c5f4f5766766e5a7764526734427453436c463752654a496843,The Borough,AMERICAN_RESTAURANT,43.062212,-89.4010793,4.4,0,0,89275800aa3ffff,0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.08845,0.026535
ven_3048444f5445756a524c3852676f4254783271427036424a496843,Sardine,RESTAURANT,43.0759194,-89.3745078,4.7,2181,3,89275800897ffff,0,0.0,57.0,0.0,0.0,0.0,0.848466,0.0,0.087115,0.026135
ven_3462495548306b494d637752676f4254703450342d31654a496843,The Mediterranean Joint | Quality Mediterranean Restaurant,MEDITERANEAN_RESTAURANT,43.0768661,-89.3744981,4.6,1106,1,89275800897ffff,0,0.0,41.0,0.0,0.0,0.0,0.757116,0.0,0.087115,0.026135
ven_6f434e676f677844514f6452676f425352396977677a514a496843,Double 10 Mini Hot Pot,CHINESE_RESTAURANT,43.0766126,-89.3749967,4.6,586,2,89275800897ffff,0,0.0,44.0,0.0,0.0,0.0,0.688594,0.0,0.087115,0.026135
ven_7752504250467654616d4852676f4254316d48363733704a496843,Kerr - McGee Triangle Park,PARK,43.0774805,-89.3722548,4.6,0,0,89275800897ffff,0,15.0,36.0,0.15,0.277778,0.0,0.0,0.0,0.087115,0.026135
ven_556f74366c30645a34704d52676f4254686d76696f5a714a496843,Johnson Public House,COFFEE,43.0846861,-89.3760889,4.6,609,2,89275800c3bffff,0,50.0,74.0,0.5,0.45045,1.0,0.692745,0.0,0.086746,0.026024
ven_6b63617148636c4138457952676f42543953384644575a4a496843,Molten Monkey - Best New Restaurant - 2025 - Madison Magazine,PIZZA_RESTAURANT,43.0847692,-89.3759901,4.8,280,0,89275800c3bffff,0,0.0,42.0,0.0,0.0,0.0,0.635502,0.0,0.086746,0.026024
ven_676b4b5554524432596a3652676f425468476c507633724a496843,Madison Food Mart,GROCERY,43.0846278,-89.37625,3.7,41,0,89275800c3bffff,0,35.0,50.0,0.35,0.466667,0.875,0.324733,0.0,0.086746,0.026024
ven_4d696278596b7642576a4552676f42545a67366e4539584a496843,The Harvey House,RESTAURANT,43.0682591,-89.3950052,4.7,901,0,89275800843ffff,0,0.0,54.0,0.0,0.0,0.0,0.750974,0.0,0.085977,0.025793
ven_41574e376f77484d5f753752676f425468465653542d654a496843,Hot Lunch,RESTAURANT,43.0822442,-89.3795667,4.8,0,0,89275800c67ffff,0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.085288,0.025586
ven_677848356b6c465f496e3052673442735739456c4178484a496843,Famous Dave's Bar-B-Que,BBQ_RESTAURANT,43.057908,-89.400093,4.1,1629,2,89275800bdbffff,0,0.0,56.0,0.0,0.0,0.0,0.712072,0.0,0.084728,0.025418
ven_514b5f5f63337550453161526734427357766e3636394d4a496843,QDOBA Mexican Eats,MEXICAN_RESTAURANT,43.073602,-89.4354983,4.0,284,1,89275801d3bffff,0,0.0,33.0,0.0,0.0,0.0,0.530913,0.0,0.084611,0.025383
ven_304e50546e4d6853526b30526734427375653966417a334a496843,Einstein Bros. Bagels,BAKERY,43.0731435,-89.4342363,4.5,0,0,89275801d3bffff,0,45.0,66.0,0.45,0.454545,1.0,0.0,0.0,0.084611,0.025383
ven_736a6d4c79454155474f3752676f42544a58374d7230384a496843,B.B. Clarke Beach Park,PARK,43.07765,-89.3683995,4.5,313,0,89275800d5bffff,0,40.0,50.0,0.4,0.533333,0.5,0.607516,0.0,0.0839,0.02517
ven_4d5365524834785a32654652673442733663514c612d734a496843,McDonald's,FAST_FOOD,43.0680178,-89.4045228,3.2,1761,1,89275800a87ffff,0,20.0,35.0,0.2,0.380952,0.125,0.561614,0.0,0.082433,0.02473
ven_512d33615744745234584452673442746d4b584b5f36574a496843,Butterbird,RESTAURANT,43.0678962,-89.4055135,4.4,364,2,89275800a87ffff,0,0.0,34.0,0.0,0.0,0.0,0.609566,0.0,0.082433,0.02473
ven_636a6341514e796d34695f5267344273364d46764c53414a496843,Hong Kong Cafe,RESTAURANT,43.067558,-89.4042767,3.7,348,1,89275800a87ffff,0,0.0,31.0,0.0,0.0,0.0,0.508695,0.0,0.082433,0.02473
ven_6f3331336758444478513252673442746168445068794c4a496843,The Annex,PERFORMING_ARTS,43.0678215,-89.4062012,4.7,74,0,89275800a87ffff,0,0.0,8.0,0.0,0.0,0.0,0.476488,0.0,0.082433,0.02473
ven_675839686a586c624b625552676f4253563950413239454a496843,Taqueria Guadalajara,MEXICAN_RESTAURANT,43.0555833,-89.3973917,4.6,1910,1,89275800bc3ffff,0,0.0,57.0,0.0,0.0,0.0,0.816089,0.0,0.082039,0.024612
ven_496b635f6e5f79394e626f526734427547476c3961664c4a496843,Paleo Mama Bakery,BAKERY,43.0568442,-89.3983954,4.8,289,2,89275800bc3ffff,0,0.0,54.0,0.0,0.0,0.0,0.639055,0.0,0.082039,0.024612
ven_494e674d4c326f424d314652676f4254393077365865384a496843,South & West Shore Park,PARK,43.0570119,-89.3971712,5.0,3,0,89275800bc3ffff,0,50.0,31.0,0.5,1.0,0.0,0.16276,0.0,0.082039,0.024612
ven_305441467738494556756352676f4254353238366f36714a496843,Palette Bar & Grill,RESTAURANT,43.0824186,-89.3728175,4.4,321,2,89275800c23ffff,0,15.0,12.0,0.15,0.833333,0.375,0.596615,0.0,0.081808,0.024542
ven_6b7945585a32763062353352676f425464734e3979646c4a496843,Nitro Beverage Lounge,BAR,43.0702038,-89.3910481,4.6,193,0,89275800857ffff,0,0.0,38.0,0.0,0.0,0.0,0.569004,0.0,0.080999,0.0243
ven_55576d61453534654a394352676f4254425470624538324a496843,Capital Fitness,SPORTS_COMPLEX,43.0705317,-89.3895528,4.1,32,0,89275800857ffff,0,0.0,28.0,0.0,0.0,0.0,0.336621,0.0,0.080999,0.0243
ven_557a4a695432374f56765f52676f42545a4867307652684a496843,Orton Park,PARK,43.0808146,-89.3633049,4.7,346,0,89275800dcbffff,0,40.0,48.0,0.4,0.555556,0.25,0.645546,0.0,0.080973,0.024292
ven_4d7672797949316338676152676f42545a305f624434664a496843,Period Garden Park,PARK,43.0786575,-89.3866021,4.8,86,0,892758008d3ffff,0,40.0,37.0,0.4,0.720721,0.0,0.503355,0.0,0.080854,0.024256
ven_736e44667a364b5747576852676f425468456b455137324a496843,The Statehouse,RESTAURANT,43.0790606,-89.3895324,4.1,0,0,892758008d3ffff,0,40.0,41.0,0.4,0.650407,1.0,0.0,0.0,0.080854,0.024256
ven_736358496874754a706c6952673442744773594f7333444a496843,Asian Noodle,ASIAN_RESTAURANT,43.0678187,-89.4013168,4.2,269,1,8927580084bffff,0,0.0,34.0,0.0,0.0,0.0,0.552126,0.0,0.080517,0.024155
ven_6f6c6e674e47374c44675a52676f4253746464486b39454a496843,Quann Park,PARK,43.0488111,-89.3860968,4.5,279,0,89275800b17ffff,0,50.0,61.0,0.5,0.546448,0.0,0.595406,0.0,0.080462,0.024139
ven_634e5839435575367976685267344273576677395666794a496843,Stevens Street Park,PARK,43.0723849,-89.4350235,4.6,33,0,89275801d2bffff,0,25.0,53.0,0.25,0.314465,0.5,0.380897,0.0,0.080337,0.024101
ven_59324f693254526a596b6152676f4254704757357537354a496843,5 Star Korean BBQ&Fried Chicken,ASIAN_RESTAURANT,43.0786316,-89.3782169,4.1,703,2,89275800893ffff,0,0.0,61.0,0.0,0.0,0.0,0.631245,0.0,0.080035,0.02401
ven_55704f3246665f76576c7452676f4254743278445779414a496843,Brass Ring Bar & Restaurant,BAR,43.0800002,-89.3762275,4.4,0,0,89275800893ffff,0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.080035,0.02401
ven_3877546170432d736d725f526734427379466162747a414a496843,Quarry Park,PARK,43.072828,-89.4427755,4.4,121,0,89275801d63ffff,0,50.0,45.0,0.5,0.740741,0.0,0.496342,0.0,0.080013,0.024004
ven_494c66463478496476582d52673442744b51674c4e64624a496843,Miko Poke,SEAFOOD_RESTAURANT,43.056763,-89.428857,4.5,710,2,892758019a7ffff,0,0.0,20.0,0.0,0.0,0.0,0.693875,0.0,0.078081,0.023424
ven_4152513932516b496a657752676f425464566f456562434a496843,Alimentari,FOOD_AND_DRINK,43.0572112,-89.4281914,4.8,495,2,892758019a7ffff,0,0.0,44.0,0.0,0.0,0.0,0.699547,0.0,0.078081,0.023424
ven_456a7039633671575f46575267344273325059526e39354a496843,Taste Of India,INDIAN_RESTAURANT,43.0570047,-89.4281149,4.4,354,2,892758019a7ffff,0,0.0,27.0,0.0,0.0,0.0,0.606695,0.0,0.078081,0.023424
ven_6b617832754c423456577452673442744b51674c4a64364a496843,Everly,RESTAURANT,43.0568222,-89.4288361,4.4,0,0,892758019a7ffff,0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.078081,0.023424
ven_51674f33637a68735f387752673442734b6434423131744a496843,Asian Midway Foods,GROCERY,43.0638889,-89.4002778,4.2,982,0,89275800ab7ffff,0,0.0,67.0,0.0,0.0,0.0,0.679564,0.0,0.077939,0.023382
ven_6355686e654e706273567952676f4254745769526979534a496843,Aftershock Classic Arcade,OTHER,43.0899059,-89.3632101,4.8,359,1,89275800ca3ffff,0,0.0,29.0,0.0,0.0,0.0,0.663426,0.0,0.077193,0.023158
ven_4d4339697550485a436f6352676f42547839495754346b4a496843,Turn Key Supper Club,RESTAURANT,43.0886583,-89.3647606,4.4,336,2,89275800ca3ffff,0,0.0,45.0,0.0,0.0,0.0,0.601319,0.0,0.077193,0.023158
ven_6346506b3355395f63777152673442744f42694b5765324a496843,Annie Stewart Fountain,OTHER,43.0599014,-89.4086142,5.0,0,0,89275800a33ffff,0,55.0,55.0,0.55,0.666667,0.875,0.0,0.0,0.07704,0.023112
ven_344f465a304f445f66316752673442732d63323367616d4a496843,Edward Klief Park,PARK,43.0667409,-89.4064041,4.6,98,0,89275800abbffff,0,20.0,17.0,0.2,0.784314,0.0,0.496339,0.0,0.076948,0.023085
ven_41755975476a495a646a3952676f42544e3034697834634a496843,James Madison Park,PARK,43.0813926,-89.3828841,4.6,1721,0,89275800c6fffff,0,40.0,61.0,0.4,0.437158,0.375,0.80484,0.0,0.076312,0.022894
ven_344259344a302d7453487a52676f425446454d67745a4e4a496843,Pinkus McBride Market & Deli,CONVENIENCE_STORE,43.0792851,-89.383818,4.3,64,0,89275800c6fffff,0,50.0,64.0,0.5,0.520833,1.0,0.421487,0.0,0.076312,0.022894
ven_412d377a48775962316a7752676f42544254544b4a634e4a496843,Echo Tap & Grill,RESTAURANT,43.0682034,-89.3914088,4.4,908,1,89275800847ffff,0,0.0,40.0,0.0,0.0,0.0,0.703838,0.0,0.075952,0.022785
ven_6f4d786b515363736e6b4552676f42544a7a4f4e6679464a496843,Bandit - Tacos & Coffee,MEXICAN_RESTAURANT,43.0681749,-89.3946361,4.5,554,2,89275800847ffff,0,30.0,52.0,0.3,0.384615,0.75,0.667701,0.0,0.075952,0.022785
ven_34732d657754565879643352676f42545a574e717136714a496843,Giddings Park,PARK,43.0868318,-89.3770667,4.5,0,0,89275800c0fffff,0,50.0,46.0,0.5,0.724638,1.0,0.0,0.0,0.07558,0.022674
ven_4d4a67683065537577525152673442746d4c6744425f6b4a496843,Henry Vilas Zoo,ZOO,43.0606104,-89.410035,4.7,10009,0,89275800a07ffff,0,0.0,69.0,0.0,0.0,0.0,0.94,0.0,0.07526,0.022578
ven_456f426b4e72515f47414c5267344273753974385179594a496843,Bear Mound Park,PARK,43.0631064,-89.4108626,4.6,48,0,89275800a07ffff,0,55.0,55.0,0.55,0.666667,0.125,0.420372,0.0,0.07526,0.022578
ven_306542616d50624d45675652676f4255524955567877774a496843,Burrows Park,PARK,43.1023897,-89.36685,4.6,240,0,89275802a2bffff,0,50.0,59.0,0.5,0.564972,0.625,0.592436,0.0,0.074563,0.022369
ven_6769497132524e30326d5152676f4254787a326f652d734a496843,Silk Road Restaurant,RESTAURANT,43.0442847,-89.3945144,4.6,362,2,89275800b0fffff,0,0.0,41.0,0.0,0.0,0.0,0.63668,0.0,0.074276,0.022283
ven_496370506e4672465f527652673442733250516333645a4a496843,Colectivo Coffee Monroe St.,CAFE,43.0580583,-89.4279708,4.6,858,2,892758019b7ffff,0,45.0,62.0,0.45,0.483871,1.0,0.729719,0.0,0.072971,0.021891
ven_4d583278716c635234324752673442733266532d7353764a496843,The Laurel Tavern,RESTAURANT,43.0580174,-89.4274462,4.4,639,1,892758019b7ffff,0,0.0,30.0,0.0,0.0,0.0,0.667586,0.0,0.072971,0.021891
ven_636774496d7769454c625f52673442744f50654e4e36494a496843,Fairchild,RESTAURANT,43.0575442,-89.4281208,4.7,384,3,892758019b7ffff,0,0.0,59.0,0.0,0.0,0.0,0.657014,0.0,0.072971,0.021891
ven_596c644d773865455847775267344273472d5a694853504a496843,Oscar Rennebohm Library,LIBRARY,43.057036,-89.422907,4.9,8,0,89275800a6bffff,0,30.0,43.0,0.3,0.465116,0.75,0.25281,0.0,0.072739,0.021822
